IDPROV;PROV;ANIO;MES;NUM_INCIDENTE;NIVEL;MINUTOSHABILES;SLA;ESTADO;PENDIENTE;ESTADO_ACTUAL;ULTIMO_GRUPO;PRIORIDAD;IMPACTO;
44;NTTDATA;2025;7;INC000007737159;2;128;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007737197;2;98;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007737410;2;292;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007737562;2;0;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;7;INC000007737765;2;234;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007737801;2;235;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007739066;2;82;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007739343;2;12;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007739526;2;54;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;7;INC000007739770;2;338;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007739975;2;6;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;7;INC000007739998;2;167;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;7;INC000007740111;2;303;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007740202;2;13;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;7;INC000007740438;2;242;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007740439;2;242;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007741459;2;237;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;7;INC000007742904;2;135;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007743403;2;203;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;7;INC000007743499;2;310;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007743673;2;319;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007743679;2;200;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;7;INC000007744439;2;19;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007744865;2;0;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007745518;2;0;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;7;INC000007746146;2;845;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007746377;2;845;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007746841;2;27;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;7;INC000007747254;2;845;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007748011;2;846;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
